WKT,ID,CLASSE,NATURE,GRAPHIE
"MULTIPOINT ((6.09771046965579 45.3055784675284))",COURDEAU0000002215480540,Cours d'eau,,ruisseau de la petite valloire
"MULTIPOINT ((6.13734539157407 45.4184134842457))",COURDEAU0000002215480545,Cours d'eau,,le pachoux
"MULTIPOINT ((5.67217071331913 44.7950193154364))",COURDEAU0000002215481956,Cours d'eau,,ruisseau du vaire
"MULTIPOINT ((5.87845954814589 44.9131838902908))",COURDEAU0000002215481973,Cours d'eau,,ravin de roussillon
"MULTIPOINT ((5.92166972248233 45.2153910049416))",COURDEAU0000002215481993,Cours d'eau,,ruisseau de cholet
"MULTIPOINT ((5.95486866588938 44.9954428572379))",COURDEAU0000002215481527,Cours d'eau,,ruisseau de la fontaine
"MULTIPOINT ((5.88940311753241 44.97872415963))",COURDEAU0000002215481531,Cours d'eau,,ruisseau de mogoutat
"MULTIPOINT ((5.76410895676641 44.9189314757838))",COURDEAU0000002215481730,Cours d'eau,,ruisseau des seyes
"MULTIPOINT ((5.88277011660095 44.9722795923651))",COURDEAU0000002215481937,Cours d'eau,,combe de freychinet
"MULTIPOINT ((6.29090834753889 44.8980575841138))",COURDEAU0000002215481946,Cours d'eau,,ruisseau du rochas roux
"MULTIPOINT ((5.86605826737455 45.0561028316882))",COURDEAU0000002215481947,Cours d'eau,,ruisseau du grand prat
"MULTIPOINT ((5.91573249205642 44.8813709118807))",COURDEAU0000002215481961,Cours d'eau,,combe croze
"MULTIPOINT ((5.66612384352226 44.8995504944197))",COURDEAU0000002215481963,Cours d'eau,,ruisseau des eaux béranger
"MULTIPOINT ((5.39384017591127 45.0694831248048))",COURDEAU0000002215481966,Cours d'eau,,ruisseau chevaline
"MULTIPOINT ((6.04334639025667 45.1685779615514))",COURDEAU0000002215481977,Cours d'eau,,ruisseau de palozan
"MULTIPOINT ((5.65700118170334 45.1275341798118))",COURDEAU0000002215481991,Cours d'eau,,ruisseau du bessat
"MULTIPOINT ((5.78621318790225 45.3911734016802))",COURDEAU0000002215481998,Cours d'eau,,ruisseau de la riondette
"MULTIPOINT ((5.62777574076116 45.2448421640573))",COURDEAU0000002215482013,Cours d'eau,,l'argentier
"MULTIPOINT ((5.95508831317802 45.2625416168368))",COURDEAU0000002215482026,Cours d'eau,,ruisseau des avas
"MULTIPOINT ((6.06187968304838 45.0725212399528))",COURDEAU0000002215482037,Cours d'eau,,ruisseau de chabotte
"MULTIPOINT ((5.59114581569593 45.1671386231899))",COURDEAU0000002000796505,Cours d'eau,,ruisseau de chasau
"MULTIPOINT ((5.94576301102221 45.1809967271589))",COURDEAU0000002000795397,Cours d'eau,,ruisseau de la grande sitre
"MULTIPOINT ((5.95454937214634 45.4756305161141))",COURDEAU0000002000795336,Cours d'eau,,ruisseau des rosières
"MULTIPOINT ((5.85422994015951 44.9674272343508))",COURDEAU0000002000796107,Cours d'eau,,ruisseau de la roche
"MULTIPOINT ((5.84620453498678 44.9678888388132))",COURDEAU0000002000796106,Cours d'eau,,ruisseau du banc
"MULTIPOINT ((5.85364624081341 44.9766743108196))",COURDEAU0000002000796108,Cours d'eau,,ruisseau des rines
"MULTIPOINT ((5.85651648122076 44.9823550414117))",COURDEAU0000002000796097,Cours d'eau,,ruisseau de la pisse
"MULTIPOINT ((5.86119163652224 44.9954961367927))",COURDEAU0000002000795452,Cours d'eau,,ruisseau de la chinarde
"MULTIPOINT ((5.91620385419604 45.0285322432247))",COURDEAU0000002000795437,Cours d'eau,,ruisseau de la gorge
"MULTIPOINT ((5.83591097424269 45.2120353981332))",COURDEAU0000002215485630,Cours d'eau,,canal de la chantourne
"MULTIPOINT ((5.79618686713287 45.2080412165079))",COURDEAU0000002215485631,Cours d'eau,,canal de la chantourne
"MULTIPOINT ((5.94902267414636 45.3267621813369))",COURDEAU0000002215485632,Cours d'eau,,canal de la chantourne
"MULTIPOINT ((5.99293733277762 45.3591095025839))",COURDEAU0000002215480547,Cours d'eau,,ruisseau du rôti
"MULTIPOINT ((6.09578012058657 45.325756924103))",COURDEAU0000002215480539,Cours d'eau,,ruisseau de chamuson
"MULTIPOINT ((6.04585472461316 45.251773095176))",COURDEAU0000002215480541,Cours d'eau,,ruisseau de la masse
"MULTIPOINT ((6.07412662641082 45.2969620648936))",COURDEAU0000002215480542,Cours d'eau,,ruisseau du mollard
"MULTIPOINT ((6.11053632272137 45.2667052831492))",COURDEAU0000002215480543,Cours d'eau,,torrent de la plagne vaumard
"MULTIPOINT ((6.14569644416448 45.3674589481161))",COURDEAU0000002215480546,Cours d'eau,,ruisseau du porchet
"MULTIPOINT ((5.91424088764391 44.8367653018753))",COURDEAU0000002215479245,Cours d'eau,,ruisseau claret
"MULTIPOINT ((6.02320761156956 44.8625077082802))",COURDEAU0000002000795019,Cours d'eau,,ruisseau de prés clos
"MULTIPOINT ((5.83375495776498 45.3316825031566))",COURDEAU0000002215479280,Cours d'eau,,le giglas
"MULTIPOINT ((5.80267029608209 45.3325960042074))",COURDEAU0000002215479281,Cours d'eau,,ruisseau des murets
"MULTIPOINT ((5.66237761695854 45.3235766741897))",COURDEAU0000002215479282,Cours d'eau,,ruisseau de la bozonna
"MULTIPOINT ((5.8627791149907 44.8696891318487))",COURDEAU0000002215479288,Cours d'eau,,ruisseau du renaudon
"MULTIPOINT ((6.0537934195897 44.9642618836779))",COURDEAU0000002000794978,Cours d'eau,,ruisseau de plan vianney
"MULTIPOINT ((6.04413742627558 45.0819298843402))",COURDEAU0000002000794946,Cours d'eau,,ruisseau de la salle
"MULTIPOINT ((5.65384661427682 45.1645198846758))",COURDEAU0000002215478767,Cours d'eau,,ruisseau des arcelles
"MULTIPOINT ((5.7310033153177 44.9576239776063))",COURDEAU0000002215479891,Cours d'eau,,rif fouron
"MULTIPOINT ((6.27090835657083 44.9435643356071))",COURDEAU0000002215481943,Cours d'eau,,ruisseau du champ de la balme
"MULTIPOINT ((5.72204798227088 45.2855154136222))",COURDEAU0000002215478050,Cours d'eau,,ruisseau de champbelin
"MULTIPOINT ((6.0669763825508 45.4258628434557))",COURDEAU0000002000794840,Cours d'eau,,ruisseau de la burge
"MULTIPOINT ((6.01805656989386 45.08465426772))",COURDEAU0000002000794948,Cours d'eau,,torrent de la lignare
"MULTIPOINT ((5.81775042219998 44.7650165229607))",COURDEAU0000002000796155,Cours d'eau,,torrent de pravert
"MULTIPOINT ((5.83847272947446 45.0249295950844))",COURDEAU0000002215486039,Cours d'eau,,ruisseau des briaux
"MULTIPOINT ((6.20602278497209 44.9832495581225))",COURDEAU0000002215478798,Cours d'eau,,ruisseau du carlet
"MULTIPOINT ((5.67150132521995 45.0018302942527))",COURDEAU0000002215478803,Cours d'eau,,ruisseau des enversins
"MULTIPOINT ((5.63089212226197 45.0095140181192))",COURDEAU0000002215478804,Cours d'eau,,ruisseau du clos
"MULTIPOINT ((6.29661687565839 44.9592910963723))",COURDEAU0000002215478805,Cours d'eau,,ruisseau de la sane
"MULTIPOINT ((5.98784116537068 45.374577743129))",COURDEAU0000002215478741,Cours d'eau,,canal de renevier
"MULTIPOINT ((5.86014723421997 45.3000146415563))",COURDEAU0000002215478744,Cours d'eau,,ruisseau du bouchon
"MULTIPOINT ((5.8586075815085 45.2973788536454))",COURDEAU0000002215478747,Cours d'eau,,ruisseau de combemure
"MULTIPOINT ((5.72509400011509 45.2829211997283))",COURDEAU0000002215478750,Cours d'eau,,ruisseau d'abos
"MULTIPOINT ((5.7675977634884 45.2835998484907))",COURDEAU0000002215478749,Cours d'eau,,ruisseau de fontfroide
"MULTIPOINT ((5.64314733182981 45.2437408331083))",COURDEAU0000002215478753,Cours d'eau,,ruisseau du gélinot
"MULTIPOINT ((5.50411452855355 45.2419405451306))",COURDEAU0000002215478754,Cours d'eau,,la laune
"MULTIPOINT ((5.68044025367547 45.2102094030756))",COURDEAU0000002215478758,Cours d'eau,,la grande saône
"MULTIPOINT ((5.66588943806347 45.2103325010742))",COURDEAU0000002215478759,Cours d'eau,,ruisseau du gua
"MULTIPOINT ((5.82660935306725 45.1837772319716))",COURDEAU0000002215478762,Cours d'eau,,ruisseau de murianette
"MULTIPOINT ((5.83295866508138 45.1793743595739))",COURDEAU0000002215478764,Cours d'eau,,ruisseau des essarts
"MULTIPOINT ((5.83404050391492 45.1770709772748))",COURDEAU0000002215478765,Cours d'eau,,ruisseau du pivot
"MULTIPOINT ((5.57265137849169 45.1764466526013))",COURDEAU0000002215478766,Cours d'eau,,ravin de château ver
"MULTIPOINT ((5.56460159768072 45.1622816727697))",COURDEAU0000002215478768,Cours d'eau,,ravin de guiney
"MULTIPOINT ((6.07889797963618 45.1376068885899))",COURDEAU0000002215478770,Cours d'eau,,le pissarot
"MULTIPOINT ((5.69733035867407 45.1416276420242))",COURDEAU0000002215478772,Cours d'eau,,canal des cent vingt toises
"MULTIPOINT ((5.53646148756316 45.1507459998968))",COURDEAU0000002215478773,Cours d'eau,,ruisseau de claret
"MULTIPOINT ((6.16394061256573 45.1116058926112))",COURDEAU0000002215478775,Cours d'eau,,ruisseau de la pisserote
"MULTIPOINT ((6.01449319669064 45.104196383922))",COURDEAU0000002215478777,Cours d'eau,,la petite béalière
"MULTIPOINT ((5.65286670784654 45.1359327423475))",COURDEAU0000002215478776,Cours d'eau,,rif talon
"MULTIPOINT ((5.87150080308159 45.1105752431601))",COURDEAU0000002215478778,Cours d'eau,,ruisseau de rioupéroux
"MULTIPOINT ((5.681702410425 45.1196057156655))",COURDEAU0000002215478779,Cours d'eau,,rif talon
"MULTIPOINT ((6.15757417791842 45.0890674306733))",COURDEAU0000002215478781,Cours d'eau,,rif favier
"MULTIPOINT ((5.69282612313454 45.0838664651628))",COURDEAU0000002215478785,Cours d'eau,,ruisseau des besses
"MULTIPOINT ((5.79415421045896 45.07417623866))",COURDEAU0000002215478788,Cours d'eau,,ruisseau de la grande combe
"MULTIPOINT ((6.0541088302273 45.0981843833766))",COURDEAU0000002215478782,Cours d'eau,,canal de sarrasin
"MULTIPOINT ((5.76001258322297 45.1033125992835))",COURDEAU0000002215478783,Cours d'eau,,ruisseau de malega
"MULTIPOINT ((6.08184255419929 45.0786909113577))",COURDEAU0000002215478784,Cours d'eau,,ruisseau du verney
"MULTIPOINT ((6.1474348706048 45.055047359843))",COURDEAU0000002215478786,Cours d'eau,,ruisseau de tricombe
"MULTIPOINT ((5.93998737461803 45.0688502737389))",COURDEAU0000002215478787,Cours d'eau,,ruisseau des viallets
"MULTIPOINT ((5.75127942810842 45.0604896669151))",COURDEAU0000002215478790,Cours d'eau,,drave de la balme
"MULTIPOINT ((5.75215081294999 45.0493659123444))",COURDEAU0000002215478791,Cours d'eau,,draye du bessard
"MULTIPOINT ((5.71443827143469 45.0465294188395))",COURDEAU0000002215478792,Cours d'eau,,ravin de ravinson
"MULTIPOINT ((5.6473852184891 45.0429817840909))",COURDEAU0000002215478793,Cours d'eau,,ruisseau des caves
"MULTIPOINT ((6.09233249199787 45.0173134710463))",COURDEAU0000002215478794,Cours d'eau,,rif du fournel
"MULTIPOINT ((5.81973444338621 45.0316729642039))",COURDEAU0000002215478795,Cours d'eau,,ruisseau des granges
"MULTIPOINT ((5.48157557089184 45.0394328503908))",COURDEAU0000002215478796,Cours d'eau,,vallon du riou
"MULTIPOINT ((6.2277534672891 44.9848259620966))",COURDEAU0000002215478797,Cours d'eau,,ruisseau de la rama
"MULTIPOINT ((6.10820908047008 44.9809156240511))",COURDEAU0000002215478799,Cours d'eau,,draye des combes
"MULTIPOINT ((5.88870251329876 44.9923641836423))",COURDEAU0000002215478800,Cours d'eau,,ruisseau des combes
"MULTIPOINT ((5.70414814159975 45.0023758100682))",COURDEAU0000002215478801,Cours d'eau,,draye du bessat
"MULTIPOINT ((5.67826556390962 45.0063955543087))",COURDEAU0000002215478802,Cours d'eau,,ruisseau des rossinants
"MULTIPOINT ((5.68456126999813 44.9895106135345))",COURDEAU0000002215478806,Cours d'eau,,ruisseau de l'epiétaille
"MULTIPOINT ((5.69810907313125 44.9790576365359))",COURDEAU0000002215478807,Cours d'eau,,rif tapon
"MULTIPOINT ((6.12504816358306 44.9618067790418))",COURDEAU0000002215478808,Cours d'eau,,ruisseau de barberisse
"MULTIPOINT ((5.85251717655038 44.9619041995566))",COURDEAU0000002215478809,Cours d'eau,,combe des rameaux
"MULTIPOINT ((5.67147549266937 44.9753096952362))",COURDEAU0000002215478810,Cours d'eau,,ruisseau des vaux
"MULTIPOINT ((5.62836216331372 44.9731218467284))",COURDEAU0000002215478811,Cours d'eau,,ruisseau de la pierre du mai
"MULTIPOINT ((5.55341001104404 44.9790714371491))",COURDEAU0000002215478812,Cours d'eau,,ruisseau des combes
"MULTIPOINT ((5.9365859308423 44.9436011365892))",COURDEAU0000002215478813,Cours d'eau,,combe du cros
"MULTIPOINT ((5.90717983679053 44.9421758954409))",COURDEAU0000002215478814,Cours d'eau,,draye de l'échine
"MULTIPOINT ((5.90441903864173 44.9434670943072))",COURDEAU0000002215478815,Cours d'eau,,combe de lamas
"MULTIPOINT ((5.60415201952169 44.9591381135345))",COURDEAU0000002215478816,Cours d'eau,,ruisseau de l'ane
"MULTIPOINT ((6.13037448191746 44.9297680996709))",COURDEAU0000002215478817,Cours d'eau,,rif du trou
"MULTIPOINT ((6.00624684149562 44.9253095144357))",COURDEAU0000002215478818,Cours d'eau,,le rif meyol
"MULTIPOINT ((5.68049391889694 44.9411284936486))",COURDEAU0000002215478820,Cours d'eau,,ruisseau du matras
"MULTIPOINT ((6.26490377017258 44.9112778629371))",COURDEAU0000002215478821,Cours d'eau,,ruisseau de la fontaine
"MULTIPOINT ((5.84759691675136 44.9209940854874))",COURDEAU0000002215478822,Cours d'eau,,combe de rachasset
"MULTIPOINT ((5.59737916782426 44.9346097100891))",COURDEAU0000002215478823,Cours d'eau,,ruisseau de la serve
"MULTIPOINT ((5.59446403513979 44.9361569932706))",COURDEAU0000002215478824,Cours d'eau,,ruisseau des pisserottes
"MULTIPOINT ((5.92204681084164 44.9038271639173))",COURDEAU0000002215478825,Cours d'eau,,canal de valbonnais
"MULTIPOINT ((5.61629132720805 44.9078639937876))",COURDEAU0000002215478826,Cours d'eau,,ruisseau des condamines
"MULTIPOINT ((5.93115202749735 44.8855165184769))",COURDEAU0000002215478828,Cours d'eau,,ruisseau de rioux
"MULTIPOINT ((5.57428941965301 44.9012135521201))",COURDEAU0000002215478830,Cours d'eau,,ruisseau de saudeires
"MULTIPOINT ((6.14880154276929 44.8716396009102))",COURDEAU0000002215478831,Cours d'eau,,ruisseau de dévourey
"MULTIPOINT ((5.94164861038578 44.8834234392338))",COURDEAU0000002215478829,Cours d'eau,,canal de beaumont
"MULTIPOINT ((5.8936684252364 44.8692466834691))",COURDEAU0000002215478832,Cours d'eau,,combe des ferrands
"MULTIPOINT ((5.8936684252364 44.8692466834691))",COURDEAU0000002215478832,Cours d'eau,,combe des ferrands ou combe des poubelles
"MULTIPOINT ((5.65190633655485 44.8826035188458))",COURDEAU0000002215478833,Cours d'eau,,ruisseau de saint-esserlon
"MULTIPOINT ((5.63663992868362 44.8859669354597))",COURDEAU0000002215478834,Cours d'eau,,rif de pierre grosse
"MULTIPOINT ((5.6947415998069 44.8708418683547))",COURDEAU0000002215478837,Cours d'eau,,ruisseau du clos
"MULTIPOINT ((5.69948648110279 44.8679014600896))",COURDEAU0000002215478838,Cours d'eau,,ruisseau des lavanches
"MULTIPOINT ((5.89482667828208 44.8340762271691))",COURDEAU0000002215478850,Cours d'eau,,combe de bouge
"MULTIPOINT ((5.66193364155493 44.8628772194609))",COURDEAU0000002215478839,Cours d'eau,,ruisseau des cabasses
"MULTIPOINT ((5.6669300214703 44.86561026855))",COURDEAU0000002215478840,Cours d'eau,,ruisseau des blaches
"MULTIPOINT ((5.53469173512146 44.8781429554755))",COURDEAU0000002215478841,Cours d'eau,,rif veymont
"MULTIPOINT ((5.92277454005999 44.8465322975698))",COURDEAU0000002215478842,Cours d'eau,,combe des morands
"MULTIPOINT ((5.71089901052361 44.8504563797123))",COURDEAU0000002215478843,Cours d'eau,,ruisseau de la vana
"MULTIPOINT ((5.65962634948325 44.8471956505485))",COURDEAU0000002215478844,Cours d'eau,,ruisseau de piret
"MULTIPOINT ((5.65912875920089 44.8539089613491))",COURDEAU0000002215478845,Cours d'eau,,ruisseau du cros
"MULTIPOINT ((5.65824903316095 44.8597233812228))",COURDEAU0000002215478846,Cours d'eau,,ruisseau de l'aragnerie
"MULTIPOINT ((5.65892996740572 44.8533750191271))",COURDEAU0000002215478847,Cours d'eau,,ruisseau des alabres
"MULTIPOINT ((5.55835292140606 44.8546493473655))",COURDEAU0000002215478848,Cours d'eau,,rif du gendarme
"MULTIPOINT ((5.55153156161572 44.8502375139081))",COURDEAU0000002215478849,Cours d'eau,,torrent de l'aiguille
"MULTIPOINT ((5.67884064070879 44.8387644915072))",COURDEAU0000002215478851,Cours d'eau,,ruisseau de la veyrie
"MULTIPOINT ((5.69554326085986 44.8212698327628))",COURDEAU0000002215478853,Cours d'eau,,ruisseau de la laugy
"MULTIPOINT ((5.74783751658877 44.8228602329609))",COURDEAU0000002215478852,Cours d'eau,,ruisseau d'emery
"MULTIPOINT ((5.70538242700501 44.8257219035402))",COURDEAU0000002215478854,Cours d'eau,,ruisseau des morts
"MULTIPOINT ((5.67232372005557 44.8253774679281))",COURDEAU0000002215478855,Cours d'eau,,ruisseau du colombier
"MULTIPOINT ((5.84662403987094 44.7986377822248))",COURDEAU0000002215478856,Cours d'eau,,ruisseau de la pisse
"MULTIPOINT ((5.65756705792852 44.8128086528734))",COURDEAU0000002215478858,Cours d'eau,,ruisseau de chemisard
"MULTIPOINT ((5.6438585984193 44.8055964224987))",COURDEAU0000002215478859,Cours d'eau,,ruisseau du cros
"MULTIPOINT ((5.68551691879701 44.7986767015399))",COURDEAU0000002215478860,Cours d'eau,,ruisseau des tines
"MULTIPOINT ((5.5747425175728 44.7889385584862))",COURDEAU0000002215478864,Cours d'eau,,ruisseau de la bachasse
"MULTIPOINT ((5.63262928438499 44.7915685199979))",COURDEAU0000002215478861,Cours d'eau,,ruisseau de chabulière
"MULTIPOINT ((5.57796992983639 44.7845091012963))",COURDEAU0000002215478865,Cours d'eau,,ruisseau de branchantes
"MULTIPOINT ((5.52528318344507 44.8061399543803))",COURDEAU0000002215478862,Cours d'eau,,ruisseau de sourdy
"MULTIPOINT ((5.77853841329021 44.7699058008984))",COURDEAU0000002215478863,Cours d'eau,,ruisseau de sauziat
"MULTIPOINT ((5.63195129380101 44.7687147734875))",COURDEAU0000002215478866,Cours d'eau,,ruisseau de gonard
"MULTIPOINT ((5.62636228603246 44.7728343662212))",COURDEAU0000002215478867,Cours d'eau,,ruisseau de rochasson
"MULTIPOINT ((5.7426226373376 44.7317876282022))",COURDEAU0000002215478868,Cours d'eau,,ruisseau de buissière
"MULTIPOINT ((5.54759524126628 45.2431161501188))",COURDEAU0000002215485436,Cours d'eau,,le ruisset
"MULTIPOINT ((5.81411016701215 45.1649074801319))",COURDEAU0000002215480095,Cours d'eau,,ruisseau des combasses
"MULTIPOINT ((5.81358357451818 45.1844334223046))",COURDEAU0000002215480158,Cours d'eau,,ruisseau de pisse-vieille
"MULTIPOINT ((5.83097848318612 45.17805870175))",COURDEAU0000002215480159,Cours d'eau,,ruisseau des pierres
"MULTIPOINT ((5.60971155385091 44.9691838325488))",COURDEAU0000002215481944,Cours d'eau,,ruisseau du vernay
"MULTIPOINT ((5.84184514927469 45.331011505052))",COURDEAU0000002215487816,Cours d'eau,,le giclard
"MULTIPOINT ((5.67696177962948 45.2077080529541))",COURDEAU0000002215487861,Cours d'eau,,ruisseau des sables
"MULTIPOINT ((5.85929216718285 44.8400133239184))",COURDEAU0000002215481945,Cours d'eau,,combe de savaux
"MULTIPOINT ((5.93450959037703 45.2480083439278))",COURDEAU0000002215481430,Cours d'eau,,gorge bayette
"MULTIPOINT ((5.92609589915033 45.2488822626544))",COURDEAU0000002215481431,Cours d'eau,,gorge de crépaillet
"MULTIPOINT ((5.92058824259469 45.2482793956784))",COURDEAU0000002215481432,Cours d'eau,,gorge du mortier
"MULTIPOINT ((5.92499742525542 45.2516988646684))",COURDEAU0000002215481434,Cours d'eau,,ravin des chabottes
"MULTIPOINT ((5.83955213469377 44.846291612143))",COURDEAU0000002215481435,Cours d'eau,,ruisseau de la racle
"MULTIPOINT ((5.85750249187851 44.8166130633422))",COURDEAU0000002215481436,Cours d'eau,,ruisseau des adrets
"MULTIPOINT ((5.81854221963764 44.8631833456959))",COURDEAU0000002215481437,Cours d'eau,,ruisseau du champ du pont
"MULTIPOINT ((5.81991106893429 44.8609791774523))",COURDEAU0000002215481438,Cours d'eau,,ruisseau des ferrands
"MULTIPOINT ((5.82425153517667 44.8591552648906))",COURDEAU0000002215481439,Cours d'eau,,ruisseau des routes
"MULTIPOINT ((5.70379027255709 44.7986667411237))",COURDEAU0000002215481440,Cours d'eau,,ruisseau des magnanes
"MULTIPOINT ((5.83000952870708 44.8678177346496))",COURDEAU0000002215481530,Cours d'eau,,ruisseau de claret
"MULTIPOINT ((6.19800298384346 44.9819098531174))",COURDEAU0000002215481526,Cours d'eau,,ruisseau des saignettes
"MULTIPOINT ((5.95222399787029 44.9908494908105))",COURDEAU0000002215481528,Cours d'eau,,torrent des grandes casses
"MULTIPOINT ((5.88487956372846 44.8672726731616))",COURDEAU0000002215481529,Cours d'eau,,combe froment
"MULTIPOINT ((5.88601713310236 44.9757091435883))",COURDEAU0000002215481532,Cours d'eau,,ruisseau de chane noire
"MULTIPOINT ((5.91293588444434 45.0039225401126))",COURDEAU0000002215481533,Cours d'eau,,ruisseau de l'éclair
"MULTIPOINT ((5.94238053664203 45.006813852742))",COURDEAU0000002215481534,Cours d'eau,,rif de vacheresse
"MULTIPOINT ((6.13821180217591 44.8764402949739))",COURDEAU0000002215481948,Cours d'eau,,ruisseau du cummina
"MULTIPOINT ((5.78683156609253 44.9768561404297))",COURDEAU0000002215481731,Cours d'eau,,combe de l'oche
"MULTIPOINT ((5.4803463062633 45.2040090158262))",COURDEAU0000002215481736,Cours d'eau,,les couvences
"MULTIPOINT ((5.6036732814255 44.8901437352962))",COURDEAU0000002215481931,Cours d'eau,,ruisseau du gravenon
"MULTIPOINT ((5.56523581830408 44.8407315070094))",COURDEAU0000002215481940,Cours d'eau,,ruisseau du mont aiguille
"MULTIPOINT ((5.51999493191703 44.8121387611242))",COURDEAU0000002215481932,Cours d'eau,,ruisseau des sagnes
"MULTIPOINT ((5.67541277120935 44.8327484791486))",COURDEAU0000002215481933,Cours d'eau,,ruisseau des blaches
"MULTIPOINT ((5.53701841490983 44.848502947669))",COURDEAU0000002215481934,Cours d'eau,,torrent de font rousse
"MULTIPOINT ((6.12924717514721 44.9225931571794))",COURDEAU0000002215481935,Cours d'eau,,ruisseau du fond noir
"MULTIPOINT ((5.64078111625984 44.8733936006001))",COURDEAU0000002215481936,Cours d'eau,,ruisseau des grosses terres
"MULTIPOINT ((5.55514811767519 44.8030677533233))",COURDEAU0000002215481941,Cours d'eau,,ruisseau de robert
"MULTIPOINT ((5.54469905235138 44.8278681446476))",COURDEAU0000002215481938,Cours d'eau,,ruisseau de la combe vernay
"MULTIPOINT ((5.53905663881329 44.8342660717054))",COURDEAU0000002215481939,Cours d'eau,,ruisseau de la faurie
"MULTIPOINT ((5.52228291389202 44.8126191057083))",COURDEAU0000002215481942,Cours d'eau,,ruisseau des marionnents
"MULTIPOINT ((5.67850052069139 44.9343181800035))",COURDEAU0000002215481949,Cours d'eau,,ruisseau des adrets
"MULTIPOINT ((5.95740862878578 45.3520827507995))",COURDEAU0000002215482000,Cours d'eau,,ruisseau des moulins
"MULTIPOINT ((5.53354287490268 44.8383799466057))",COURDEAU0000002215481950,Cours d'eau,,ruisseau des girardes
"MULTIPOINT ((5.86990668038298 44.9344784152214))",COURDEAU0000002215481951,Cours d'eau,,ruisseau des everras
"MULTIPOINT ((5.8609204336218 44.9223806812982))",COURDEAU0000002215481952,Cours d'eau,,ravin de la grande combe
"MULTIPOINT ((5.66969123907111 44.9326185160288))",COURDEAU0000002215481953,Cours d'eau,,ruisseau
"MULTIPOINT ((5.59549394508573 44.9270353267494))",COURDEAU0000002215481954,Cours d'eau,,ruisseau de balayère
"MULTIPOINT ((5.80709418307923 44.740523817941))",COURDEAU0000002215481955,Cours d'eau,,ruisseau de la ruine
"MULTIPOINT ((5.73362231044861 44.7790270867069))",COURDEAU0000002215481957,Cours d'eau,,ruisseau du banchet
"MULTIPOINT ((5.54465377072211 44.8713535725905))",COURDEAU0000002215481958,Cours d'eau,,rif du gourgeat
"MULTIPOINT ((5.88104593329594 44.8825008504904))",COURDEAU0000002215481959,Cours d'eau,,combe de la lauze
"MULTIPOINT ((5.57922537900922 44.8943293106636))",COURDEAU0000002215481960,Cours d'eau,,ruisseau de la combe des têtes
"MULTIPOINT ((5.91531708242594 44.8913761520687))",COURDEAU0000002215481962,Cours d'eau,,ruisseau des buissonnas
"MULTIPOINT ((5.90475822700944 44.9119694934085))",COURDEAU0000002215481964,Cours d'eau,,ruisseau de la gorge
"MULTIPOINT ((5.58635273912199 44.7732502339668))",COURDEAU0000002215481965,Cours d'eau,,ruisseau des ruines
"MULTIPOINT ((5.33678375653329 45.068716469071))",COURDEAU0000002215481967,Cours d'eau,,ruisseau de mignot
"MULTIPOINT ((5.61272266146338 44.9559497830356))",COURDEAU0000002215481968,Cours d'eau,,ruisseau des gilberts
"MULTIPOINT ((5.89240915990779 44.9064941100017))",COURDEAU0000002215481969,Cours d'eau,,ruisseau de royer
"MULTIPOINT ((6.07886008156558 45.1281419787913))",COURDEAU0000002215481970,Cours d'eau,,le souget
"MULTIPOINT ((5.94349061415124 44.7735411982004))",COURDEAU0000002215481971,Cours d'eau,,ruisseau du colombier
"MULTIPOINT ((5.71277721206553 44.8639577231537))",COURDEAU0000002215481972,Cours d'eau,,ruisseau des rousses
"MULTIPOINT ((6.10996156322179 45.1932445167615))",COURDEAU0000002215481974,Cours d'eau,,ruisseau des vazeraux
"MULTIPOINT ((6.10104656964032 45.1979386509909))",COURDEAU0000002215481975,Cours d'eau,,ruisseau de la plaine
"MULTIPOINT ((5.89030591669519 45.1814169004411))",COURDEAU0000002215482008,Cours d'eau,,ruisseau de la savoyarde
"MULTIPOINT ((5.62612618744277 45.2140684619659))",COURDEAU0000002215481976,Cours d'eau,,draye de la gérina
"MULTIPOINT ((6.04457842127917 45.1641443625806))",COURDEAU0000002215481978,Cours d'eau,,ruisseau de rafour
"MULTIPOINT ((5.91525359322626 45.232247722116))",COURDEAU0000002215481980,Cours d'eau,,ruisseau de la grande gorge
"MULTIPOINT ((5.92185071428269 45.2298723017014))",COURDEAU0000002215481981,Cours d'eau,,ruisseau du champ du villard
"MULTIPOINT ((5.83334035629163 45.3960750837294))",COURDEAU0000002215481982,Cours d'eau,,ruisseau du rafour
"MULTIPOINT ((5.89899984967087 45.3418023498421))",COURDEAU0000002215481983,Cours d'eau,,combe des suifs
"MULTIPOINT ((5.67403324019514 45.3481048730103))",COURDEAU0000002215481984,Cours d'eau,,ruisseau de veisserettes
"MULTIPOINT ((5.90380314753081 45.3370103695952))",COURDEAU0000002215481985,Cours d'eau,,combe barbouse
"MULTIPOINT ((6.02249306583574 45.3164185871622))",COURDEAU0000002215481986,Cours d'eau,,ruisseau de perrosset
"MULTIPOINT ((5.78923838417524 45.2792616706743))",COURDEAU0000002215481987,Cours d'eau,,ravin de croze
"MULTIPOINT ((5.79537438683817 45.2475636416909))",COURDEAU0000002215481988,Cours d'eau,,torrent du crépon
"MULTIPOINT ((5.87879445319014 45.2198905861549))",COURDEAU0000002215481989,Cours d'eau,,ruisseau du ruty
